frame_number,gender,emotion,year,movie_name
52,woman,surprise,2010,band_baaja_baaraat
150,woman,happy,2010,band_baaja_baaraat
186,man,fear,2010,band_baaja_baaraat
68,woman,sad,2010,band_baaja_baaraat
70,woman,neutral,2010,band_baaja_baaraat
145,woman,happy,2010,band_baaja_baaraat
142,woman,sad,2010,band_baaja_baaraat
165,man,happy,2010,band_baaja_baaraat
67,man,angry,2010,band_baaja_baaraat
67,woman,sad,2010,band_baaja_baaraat
143,man,neutral,2010,band_baaja_baaraat
143,woman,fear,2010,band_baaja_baaraat
74,woman,surprise,2010,band_baaja_baaraat
92,man,sad,2010,band_baaja_baaraat
110,woman,sad,2010,band_baaja_baaraat
110,woman,disgust,2010,band_baaja_baaraat
190,woman,surprise,2010,band_baaja_baaraat
66,woman,sad,2010,band_baaja_baaraat
66,man,neutral,2010,band_baaja_baaraat
77,woman,fear,2010,band_baaja_baaraat
77,man,surprise,2010,band_baaja_baaraat
46,woman,happy,2010,band_baaja_baaraat
166,man,fear,2010,band_baaja_baaraat
166,man,happy,2010,band_baaja_baaraat
127,man,happy,2010,band_baaja_baaraat
47,woman,happy,2010,band_baaja_baaraat
95,man,sad,2010,band_baaja_baaraat
78,woman,neutral,2010,band_baaja_baaraat
78,man,neutral,2010,band_baaja_baaraat
97,woman,neutral,2010,band_baaja_baaraat
187,woman,surprise,2010,band_baaja_baaraat
73,woman,sad,2010,band_baaja_baaraat
189,man,surprise,2010,band_baaja_baaraat
64,man,sad,2010,band_baaja_baaraat
72,woman,angry,2010,band_baaja_baaraat
79,woman,neutral,2010,band_baaja_baaraat
79,man,neutral,2010,band_baaja_baaraat
75,woman,happy,2010,band_baaja_baaraat
75,woman,neutral,2010,band_baaja_baaraat
139,woman,fear,2010,band_baaja_baaraat
188,man,neutral,2010,band_baaja_baaraat
80,woman,fear,2010,band_baaja_baaraat
61,man,sad,2016,the_blueberry_hunt
52,man,fear,2016,the_blueberry_hunt
38,man,neutral,2016,the_blueberry_hunt
26,man,happy,2016,the_blueberry_hunt
37,man,sad,2016,the_blueberry_hunt
82,man,fear,2016,the_blueberry_hunt
24,man,happy,2016,the_blueberry_hunt
17,man,fear,2016,the_blueberry_hunt
47,man,sad,2016,the_blueberry_hunt
48,man,sad,2016,the_blueberry_hunt
23,man,happy,2016,the_blueberry_hunt
25,man,happy,2016,the_blueberry_hunt
85,man,angry,2009,tum_mile
132,man,neutral,2009,tum_mile
128,man,sad,2009,tum_mile
86,man,neutral,2009,tum_mile
84,woman,happy,2009,tum_mile
133,man,sad,2009,tum_mile
77,man,neutral,2009,tum_mile
82,man,angry,2009,tum_mile
117,man,angry,2009,tum_mile
79,woman,sad,2009,tum_mile
79,man,happy,2009,tum_mile
85,man,happy,2012,chal_pichchur_banate_hai
51,man,neutral,2012,chal_pichchur_banate_hai
94,man,happy,2012,chal_pichchur_banate_hai
61,man,sad,2012,chal_pichchur_banate_hai
44,man,neutral,2012,chal_pichchur_banate_hai
96,man,happy,2012,chal_pichchur_banate_hai
128,man,angry,2012,chal_pichchur_banate_hai
125,man,neutral,2012,chal_pichchur_banate_hai
120,woman,neutral,2012,chal_pichchur_banate_hai
86,man,happy,2012,chal_pichchur_banate_hai
45,man,angry,2012,chal_pichchur_banate_hai
45,man,angry,2012,chal_pichchur_banate_hai
35,man,happy,2012,chal_pichchur_banate_hai
36,man,sad,2012,chal_pichchur_banate_hai
104,man,happy,2012,chal_pichchur_banate_hai
121,man,surprise,2012,chal_pichchur_banate_hai
142,man,angry,2012,chal_pichchur_banate_hai
103,man,angry,2012,chal_pichchur_banate_hai
135,man,sad,2012,chal_pichchur_banate_hai
74,man,angry,2012,chal_pichchur_banate_hai
29,man,happy,2012,chal_pichchur_banate_hai
129,man,surprise,2012,chal_pichchur_banate_hai
37,man,neutral,2012,chal_pichchur_banate_hai
83,man,sad,2012,chal_pichchur_banate_hai
66,man,neutral,2012,chal_pichchur_banate_hai
133,woman,fear,2012,chal_pichchur_banate_hai
133,man,sad,2012,chal_pichchur_banate_hai
136,man,sad,2012,chal_pichchur_banate_hai
141,man,neutral,2012,chal_pichchur_banate_hai
46,man,fear,2012,chal_pichchur_banate_hai
65,man,neutral,2012,chal_pichchur_banate_hai
134,man,sad,2012,chal_pichchur_banate_hai
134,man,angry,2012,chal_pichchur_banate_hai
119,man,fear,2012,chal_pichchur_banate_hai
113,man,angry,2012,chal_pichchur_banate_hai
100,man,happy,2012,chal_pichchur_banate_hai
100,woman,happy,2012,chal_pichchur_banate_hai
127,man,sad,2012,chal_pichchur_banate_hai
47,woman,sad,2012,chal_pichchur_banate_hai
48,man,sad,2012,chal_pichchur_banate_hai
115,man,neutral,2012,chal_pichchur_banate_hai
126,man,angry,2012,chal_pichchur_banate_hai
95,man,sad,2012,chal_pichchur_banate_hai
101,man,happy,2012,chal_pichchur_banate_hai
101,woman,happy,2012,chal_pichchur_banate_hai
34,man,happy,2012,chal_pichchur_banate_hai
43,man,neutral,2012,chal_pichchur_banate_hai
93,man,disgust,2015,second_half_husband
122,woman,happy,2015,second_half_husband
85,woman,happy,2015,second_half_husband
51,man,fear,2015,second_half_husband
98,man,angry,2015,second_half_husband
60,woman,happy,2015,second_half_husband
132,woman,fear,2015,second_half_husband
94,man,angry,2015,second_half_husband
61,woman,fear,2015,second_half_husband
4,man,happy,2015,second_half_husband
11,man,fear,2015,second_half_husband
131,man,fear,2015,second_half_husband
131,man,fear,2015,second_half_husband
3,man,happy,2015,second_half_husband
128,woman,neutral,2015,second_half_husband
128,man,angry,2015,second_half_husband
128,man,fear,2015,second_half_husband
71,man,angry,2015,second_half_husband
125,woman,disgust,2015,second_half_husband
125,man,fear,2015,second_half_husband
76,man,disgust,2015,second_half_husband
140,man,angry,2015,second_half_husband
86,man,sad,2015,second_half_husband
2,man,neutral,2015,second_half_husband
91,woman,neutral,2015,second_half_husband
35,man,happy,2015,second_half_husband
36,man,angry,2015,second_half_husband
59,woman,fear,2015,second_half_husband
52,woman,happy,2015,second_half_husband
52,man,neutral,2015,second_half_husband
68,man,neutral,2015,second_half_husband
121,man,sad,2015,second_half_husband
70,man,fear,2015,second_half_husband
90,woman,angry,2015,second_half_husband
53,man,angry,2015,second_half_husband
12,woman,neutral,2015,second_half_husband
8,man,neutral,2015,second_half_husband
67,woman,neutral,2015,second_half_husband
116,man,angry,2015,second_half_husband
135,woman,fear,2015,second_half_husband
135,man,fear,2015,second_half_husband
56,woman,sad,2015,second_half_husband
56,woman,happy,2015,second_half_husband
33,man,neutral,2015,second_half_husband
74,man,neutral,2015,second_half_husband
92,man,neutral,2015,second_half_husband
129,man,fear,2015,second_half_husband
129,man,angry,2015,second_half_husband
129,man,fear,2015,second_half_husband
37,man,neutral,2015,second_half_husband
37,man,fear,2015,second_half_husband
83,man,angry,2015,second_half_husband
13,woman,fear,2015,second_half_husband
1,man,neutral,2015,second_half_husband
7,woman,angry,2015,second_half_husband
133,woman,fear,2015,second_half_husband
136,woman,neutral,2015,second_half_husband
136,man,fear,2015,second_half_husband
136,man,fear,2015,second_half_husband
27,woman,neutral,2015,second_half_husband
0,man,happy,2015,second_half_husband
17,woman,fear,2015,second_half_husband
41,woman,neutral,2015,second_half_husband
10,woman,sad,2015,second_half_husband
134,woman,fear,2015,second_half_husband
50,man,neutral,2015,second_half_husband
9,man,happy,2015,second_half_husband
100,man,happy,2015,second_half_husband
32,man,happy,2015,second_half_husband
127,woman,neutral,2015,second_half_husband
127,woman,neutral,2015,second_half_husband
127,man,angry,2015,second_half_husband
47,woman,neutral,2015,second_half_husband
137,woman,neutral,2015,second_half_husband
126,woman,neutral,2015,second_half_husband
126,man,fear,2015,second_half_husband
126,man,angry,2015,second_half_husband
95,man,angry,2015,second_half_husband
99,man,happy,2015,second_half_husband
97,man,fear,2015,second_half_husband
34,man,happy,2015,second_half_husband
43,woman,neutral,2015,second_half_husband
21,woman,neutral,2015,second_half_husband
22,man,fear,2015,second_half_husband
130,woman,neutral,2015,second_half_husband
130,woman,sad,2015,second_half_husband
72,man,sad,2015,second_half_husband
79,man,sad,2015,second_half_husband
75,man,angry,2015,second_half_husband
18,man,angry,2015,second_half_husband
80,man,happy,2015,second_half_husband
51,man,happy,2008,mumbai_meri_jaan
98,man,sad,2008,mumbai_meri_jaan
94,woman,neutral,2008,mumbai_meri_jaan
147,man,sad,2008,mumbai_meri_jaan
128,man,sad,2008,mumbai_meri_jaan
108,man,surprise,2008,mumbai_meri_jaan
107,woman,sad,2008,mumbai_meri_jaan
106,man,sad,2008,mumbai_meri_jaan
150,man,neutral,2008,mumbai_meri_jaan
121,man,fear,2008,mumbai_meri_jaan
53,woman,happy,2008,mumbai_meri_jaan
110,man,sad,2008,mumbai_meri_jaan
129,woman,sad,2008,mumbai_meri_jaan
151,man,fear,2008,mumbai_meri_jaan
83,woman,sad,2008,mumbai_meri_jaan
144,woman,fear,2008,mumbai_meri_jaan
144,man,sad,2008,mumbai_meri_jaan
134,woman,sad,2008,mumbai_meri_jaan
50,woman,happy,2008,mumbai_meri_jaan
95,man,neutral,2008,mumbai_meri_jaan
130,woman,happy,2008,mumbai_meri_jaan
93,man,sad,2013,super_model
98,man,neutral,2013,super_model
60,woman,sad,2013,super_model
36,man,angry,2013,super_model
142,man,neutral,2013,super_model
63,man,happy,2013,super_model
42,man,neutral,2013,super_model
40,man,neutral,2013,super_model
74,woman,neutral,2013,super_model
92,man,angry,2013,super_model
129,woman,neutral,2013,super_model
37,man,angry,2013,super_model
83,man,neutral,2013,super_model
141,man,neutral,2013,super_model
46,man,angry,2013,super_model
65,man,happy,2013,super_model
65,woman,neutral,2013,super_model
41,man,neutral,2013,super_model
127,man,disgust,2013,super_model
47,man,angry,2013,super_model
48,woman,happy,2013,super_model
114,man,angry,2013,super_model
64,woman,happy,2013,super_model
64,man,happy,2013,super_model
64,man,happy,2013,super_model
130,man,sad,2013,super_model
75,man,sad,2013,super_model
51,man,sad,2013,listen_amaya
60,man,sad,2013,listen_amaya
58,man,happy,2013,listen_amaya
44,man,angry,2013,listen_amaya
11,woman,happy,2013,listen_amaya
20,man,happy,2013,listen_amaya
30,man,sad,2013,listen_amaya
55,man,happy,2013,listen_amaya
35,man,angry,2013,listen_amaya
53,man,sad,2013,listen_amaya
63,woman,fear,2013,listen_amaya
49,man,sad,2013,listen_amaya
67,man,angry,2013,listen_amaya
54,man,sad,2013,listen_amaya
40,man,neutral,2013,listen_amaya
33,man,neutral,2013,listen_amaya
74,man,angry,2013,listen_amaya
29,man,sad,2013,listen_amaya
37,man,sad,2013,listen_amaya
37,man,sad,2013,listen_amaya
77,woman,sad,2013,listen_amaya
82,woman,fear,2013,listen_amaya
24,man,neutral,2013,listen_amaya
46,man,sad,2013,listen_amaya
16,woman,neutral,2013,listen_amaya
41,man,fear,2013,listen_amaya
81,woman,angry,2013,listen_amaya
50,man,sad,2013,listen_amaya
9,woman,sad,2013,listen_amaya
47,man,fear,2013,listen_amaya
78,woman,sad,2013,listen_amaya
34,man,fear,2013,listen_amaya
21,woman,happy,2013,listen_amaya
73,man,happy,2013,listen_amaya
79,man,sad,2013,listen_amaya
18,man,surprise,2013,listen_amaya
25,man,fear,2013,listen_amaya
80,woman,happy,2013,listen_amaya
31,man,neutral,2013,listen_amaya
28,man,angry,2016,ki_&_ka
118,man,happy,2016,ki_&_ka
44,man,sad,2016,ki_&_ka
4,man,neutral,2016,ki_&_ka
11,man,sad,2016,ki_&_ka
20,woman,fear,2016,ki_&_ka
71,man,sad,2016,ki_&_ka
15,woman,fear,2016,ki_&_ka
15,man,neutral,2016,ki_&_ka
125,man,neutral,2016,ki_&_ka
45,man,sad,2016,ki_&_ka
12,man,neutral,2016,ki_&_ka
8,woman,neutral,2016,ki_&_ka
49,woman,neutral,2016,ki_&_ka
42,man,neutral,2016,ki_&_ka
7,man,neutral,2016,ki_&_ka
77,woman,happy,2016,ki_&_ka
77,woman,happy,2016,ki_&_ka
27,man,happy,2016,ki_&_ka
24,man,neutral,2016,ki_&_ka
46,woman,happy,2016,ki_&_ka
17,woman,happy,2016,ki_&_ka
10,man,neutral,2016,ki_&_ka
113,woman,happy,2016,ki_&_ka
9,man,neutral,2016,ki_&_ka
100,woman,fear,2016,ki_&_ka
47,woman,sad,2016,ki_&_ka
48,man,sad,2016,ki_&_ka
115,man,happy,2016,ki_&_ka
43,woman,sad,2016,ki_&_ka
114,man,happy,2016,ki_&_ka
6,man,angry,2016,ki_&_ka
5,man,sad,2016,ki_&_ka
72,woman,neutral,2016,ki_&_ka
23,man,happy,2016,ki_&_ka
23,man,happy,2016,ki_&_ka
75,woman,neutral,2016,ki_&_ka
25,man,sad,2016,ki_&_ka
98,woman,sad,2009,karma_aur_holi
62,man,happy,2009,karma_aur_holi
30,woman,sad,2009,karma_aur_holi
54,man,sad,2009,karma_aur_holi
116,woman,sad,2009,karma_aur_holi
81,man,happy,2009,karma_aur_holi
100,woman,sad,2009,karma_aur_holi
115,man,angry,2009,karma_aur_holi
97,woman,angry,2009,karma_aur_holi
114,man,sad,2009,karma_aur_holi
31,man,neutral,2009,karma_aur_holi
28,man,neutral,2013,raanjhanaa
62,woman,happy,2013,raanjhanaa
62,man,fear,2013,raanjhanaa
60,man,happy,2013,raanjhanaa
118,woman,happy,2013,raanjhanaa
111,man,happy,2013,raanjhanaa
44,woman,neutral,2013,raanjhanaa
3,woman,happy,2013,raanjhanaa
154,man,happy,2013,raanjhanaa
128,woman,neutral,2013,raanjhanaa
125,man,neutral,2013,raanjhanaa
125,man,sad,2013,raanjhanaa
120,woman,sad,2013,raanjhanaa
108,man,angry,2013,raanjhanaa
155,man,happy,2013,raanjhanaa
2,woman,sad,2013,raanjhanaa
158,man,happy,2013,raanjhanaa
107,man,sad,2013,raanjhanaa
121,woman,sad,2013,raanjhanaa
38,man,angry,2013,raanjhanaa
142,woman,sad,2013,raanjhanaa
67,woman,sad,2013,raanjhanaa
135,woman,neutral,2013,raanjhanaa
135,woman,sad,2013,raanjhanaa
109,man,happy,2013,raanjhanaa
74,man,neutral,2013,raanjhanaa
29,man,happy,2013,raanjhanaa
110,man,angry,2013,raanjhanaa
129,man,sad,2013,raanjhanaa
136,woman,sad,2013,raanjhanaa
141,woman,neutral,2013,raanjhanaa
0,woman,sad,2013,raanjhanaa
134,man,neutral,2013,raanjhanaa
134,woman,angry,2013,raanjhanaa
153,man,happy,2013,raanjhanaa
148,woman,neutral,2013,raanjhanaa
148,man,neutral,2013,raanjhanaa
157,woman,happy,2013,raanjhanaa
157,woman,sad,2013,raanjhanaa
126,woman,happy,2013,raanjhanaa
78,man,neutral,2013,raanjhanaa
57,man,neutral,2013,raanjhanaa
124,woman,neutral,2013,raanjhanaa
130,woman,sad,2013,raanjhanaa
112,woman,happy,2013,raanjhanaa
72,man,neutral,2013,raanjhanaa
79,woman,sad,2013,raanjhanaa
75,woman,happy,2013,raanjhanaa
14,man,sad,2015,talvar
51,man,angry,2015,talvar
98,woman,neutral,2015,talvar
62,woman,angry,2015,talvar
118,man,disgust,2015,talvar
118,man,surprise,2015,talvar
58,woman,surprise,2015,talvar
11,man,sad,2015,talvar
88,man,happy,2015,talvar
15,man,sad,2015,talvar
76,man,fear,2015,talvar
76,man,fear,2015,talvar
86,man,fear,2015,talvar
45,woman,neutral,2015,talvar
55,man,sad,2015,talvar
104,woman,angry,2015,talvar
52,man,angry,2015,talvar
150,woman,sad,2015,talvar
53,man,happy,2015,talvar
63,man,sad,2015,talvar
69,man,angry,2015,talvar
67,man,angry,2015,talvar
54,man,angry,2015,talvar
89,man,happy,2015,talvar
116,man,angry,2015,talvar
33,man,sad,2015,talvar
74,man,sad,2015,talvar
151,man,sad,2015,talvar
83,woman,happy,2015,talvar
66,man,neutral,2015,talvar
46,woman,angry,2015,talvar
65,man,angry,2015,talvar
119,man,happy,2015,talvar
100,man,neutral,2015,talvar
47,woman,angry,2015,talvar
115,man,neutral,2015,talvar
126,woman,fear,2015,talvar
126,man,angry,2015,talvar
101,man,neutral,2015,talvar
101,man,neutral,2015,talvar
99,man,neutral,2015,talvar
114,man,sad,2015,talvar
152,woman,angry,2015,talvar
57,woman,sad,2015,talvar
124,man,sad,2015,talvar
64,man,angry,2015,talvar
122,man,angry,2010,jhootha_hi_sahi
122,man,sad,2010,jhootha_hi_sahi
62,woman,neutral,2010,jhootha_hi_sahi
61,woman,happy,2010,jhootha_hi_sahi
71,woman,angry,2010,jhootha_hi_sahi
125,woman,neutral,2010,jhootha_hi_sahi
125,man,sad,2010,jhootha_hi_sahi
120,man,sad,2010,jhootha_hi_sahi
108,man,sad,2010,jhootha_hi_sahi
55,man,surprise,2010,jhootha_hi_sahi
35,man,happy,2010,jhootha_hi_sahi
52,man,happy,2010,jhootha_hi_sahi
121,man,angry,2010,jhootha_hi_sahi
121,man,sad,2010,jhootha_hi_sahi
53,woman,angry,2010,jhootha_hi_sahi
63,man,neutral,2010,jhootha_hi_sahi
42,man,neutral,2010,jhootha_hi_sahi
103,man,happy,2010,jhootha_hi_sahi
54,man,happy,2010,jhootha_hi_sahi
82,man,sad,2010,jhootha_hi_sahi
24,man,angry,2010,jhootha_hi_sahi
17,woman,angry,2010,jhootha_hi_sahi
41,man,neutral,2010,jhootha_hi_sahi
119,woman,angry,2010,jhootha_hi_sahi
119,man,fear,2010,jhootha_hi_sahi
50,man,angry,2010,jhootha_hi_sahi
50,man,happy,2010,jhootha_hi_sahi
123,man,happy,2010,jhootha_hi_sahi
39,man,angry,2010,jhootha_hi_sahi
47,man,sad,2010,jhootha_hi_sahi
99,man,sad,2010,jhootha_hi_sahi
78,man,happy,2010,jhootha_hi_sahi
117,woman,happy,2010,jhootha_hi_sahi
34,man,neutral,2010,jhootha_hi_sahi
21,man,angry,2010,jhootha_hi_sahi
114,woman,fear,2010,jhootha_hi_sahi
73,man,surprise,2010,jhootha_hi_sahi
124,man,happy,2010,jhootha_hi_sahi
64,man,sad,2010,jhootha_hi_sahi
5,man,happy,2010,jhootha_hi_sahi
112,woman,angry,2010,jhootha_hi_sahi
23,man,angry,2010,jhootha_hi_sahi
18,man,happy,2010,jhootha_hi_sahi
14,man,angry,2011,thank_you
51,woman,sad,2011,thank_you
60,man,angry,2011,thank_you
118,man,sad,2011,thank_you
132,man,sad,2011,thank_you
132,man,sad,2011,thank_you
15,man,happy,2011,thank_you
120,man,neutral,2011,thank_you
108,woman,fear,2011,thank_you
91,man,fear,2011,thank_you
35,woman,neutral,2011,thank_you
36,man,neutral,2011,thank_you
107,man,surprise,2011,thank_you
106,woman,neutral,2011,thank_you
26,man,sad,2011,thank_you
103,man,angry,2011,thank_you
89,man,happy,2011,thank_you
116,man,happy,2011,thank_you
92,man,neutral,2011,thank_you
13,man,angry,2011,thank_you
141,man,happy,2011,thank_you
119,man,angry,2011,thank_you
137,woman,sad,2011,thank_you
115,man,happy,2011,thank_you
117,man,happy,2011,thank_you
114,man,surprise,2011,thank_you
112,man,happy,2011,thank_you
51,man,neutral,2014,riyasat
44,man,sad,2014,riyasat
30,man,fear,2014,riyasat
45,woman,happy,2014,riyasat
52,man,angry,2014,riyasat
49,man,neutral,2014,riyasat
50,woman,neutral,2014,riyasat
32,man,sad,2014,riyasat
48,man,angry,2014,riyasat
43,man,neutral,2014,riyasat
57,man,fear,2014,riyasat
31,man,sad,2014,riyasat
93,woman,neutral,2015,katti_batti
249,man,sad,2015,katti_batti
94,woman,surprise,2015,katti_batti
58,man,sad,2015,katti_batti
259,man,neutral,2015,katti_batti
131,man,fear,2015,katti_batti
96,man,neutral,2015,katti_batti
251,man,angry,2015,katti_batti
88,man,surprise,2015,katti_batti
224,woman,angry,2015,katti_batti
211,man,happy,2015,katti_batti
86,man,angry,2015,katti_batti
55,man,neutral,2015,katti_batti
59,woman,angry,2015,katti_batti
210,man,sad,2015,katti_batti
176,woman,surprise,2015,katti_batti
212,woman,sad,2015,katti_batti
250,man,sad,2015,katti_batti
90,man,surprise,2015,katti_batti
63,woman,sad,2015,katti_batti
54,man,sad,2015,katti_batti
225,woman,happy,2015,katti_batti
138,man,fear,2015,katti_batti
56,man,happy,2015,katti_batti
109,man,happy,2015,katti_batti
74,man,happy,2015,katti_batti
190,woman,happy,2015,katti_batti
226,man,neutral,2015,katti_batti
83,man,surprise,2015,katti_batti
248,man,angry,2015,katti_batti
133,woman,sad,2015,katti_batti
87,man,surprise,2015,katti_batti
87,man,sad,2015,katti_batti
65,man,sad,2015,katti_batti
196,man,neutral,2015,katti_batti
208,man,surprise,2015,katti_batti
257,man,sad,2015,katti_batti
100,man,neutral,2015,katti_batti
100,man,neutral,2015,katti_batti
95,woman,neutral,2015,katti_batti
101,man,sad,2015,katti_batti
101,man,fear,2015,katti_batti
260,man,neutral,2015,katti_batti
73,man,happy,2015,katti_batti
189,man,sad,2015,katti_batti
57,man,happy,2015,katti_batti
258,man,sad,2015,katti_batti
72,woman,surprise,2015,katti_batti
139,man,sad,2015,katti_batti
96,man,neutral,2011,loot
86,man,neutral,2011,loot
70,man,angry,2011,loot
53,woman,happy,2011,loot
12,man,angry,2011,loot
8,man,neutral,2011,loot
42,woman,angry,2011,loot
42,man,angry,2011,loot
66,man,angry,2011,loot
1,man,neutral,2011,loot
41,man,neutral,2011,loot
41,man,angry,2011,loot
10,man,sad,2011,loot
119,man,neutral,2011,loot
9,man,neutral,2011,loot
112,woman,sad,2011,loot
122,man,sad,2013,himmatwala
85,man,fear,2013,himmatwala
85,man,angry,2013,himmatwala
28,man,angry,2013,himmatwala
111,man,happy,2013,himmatwala
58,man,angry,2013,himmatwala
128,man,angry,2013,himmatwala
15,man,sad,2013,himmatwala
125,man,angry,2013,himmatwala
76,woman,sad,2013,himmatwala
120,man,angry,2013,himmatwala
91,woman,neutral,2013,himmatwala
104,man,happy,2013,himmatwala
106,woman,fear,2013,himmatwala
106,man,angry,2013,himmatwala
26,man,angry,2013,himmatwala
89,man,angry,2013,himmatwala
74,man,disgust,2013,himmatwala
7,man,neutral,2013,himmatwala
77,man,angry,2013,himmatwala
27,man,angry,2013,himmatwala
65,man,happy,2013,himmatwala
50,man,happy,2013,himmatwala
50,woman,fear,2013,himmatwala
78,man,neutral,2013,himmatwala
124,man,neutral,2013,himmatwala
64,man,happy,2013,himmatwala
79,man,sad,2013,himmatwala
60,woman,neutral,2016,a_flying_jatt
58,man,surprise,2016,a_flying_jatt
30,man,angry,2016,a_flying_jatt
30,man,neutral,2016,a_flying_jatt
54,woman,happy,2016,a_flying_jatt
160,man,fear,2016,a_flying_jatt
81,man,neutral,2016,a_flying_jatt
48,man,surprise,2016,a_flying_jatt
159,man,fear,2016,a_flying_jatt
80,man,neutral,2016,a_flying_jatt
14,woman,fear,2010,mallika
62,woman,happy,2010,mallika
58,woman,sad,2010,mallika
20,woman,angry,2010,mallika
38,man,sad,2010,mallika
49,man,sad,2010,mallika
83,woman,angry,2010,mallika
13,man,fear,2010,mallika
77,man,neutral,2010,mallika
79,man,sad,2010,mallika
98,woman,happy,2012,ajab_gazabb_love
98,woman,happy,2012,ajab_gazabb_love
62,woman,angry,2012,ajab_gazabb_love
132,woman,surprise,2012,ajab_gazabb_love
44,man,neutral,2012,ajab_gazabb_love
154,man,angry,2012,ajab_gazabb_love
76,woman,angry,2012,ajab_gazabb_love
108,man,angry,2012,ajab_gazabb_love
55,man,sad,2012,ajab_gazabb_love
55,woman,angry,2012,ajab_gazabb_love
156,man,angry,2012,ajab_gazabb_love
156,man,happy,2012,ajab_gazabb_love
35,man,angry,2012,ajab_gazabb_love
104,man,neutral,2012,ajab_gazabb_love
104,man,neutral,2012,ajab_gazabb_love
52,man,happy,2012,ajab_gazabb_love
52,man,neutral,2012,ajab_gazabb_love
53,woman,fear,2012,ajab_gazabb_love
53,man,neutral,2012,ajab_gazabb_love
63,man,angry,2012,ajab_gazabb_love
49,woman,happy,2012,ajab_gazabb_love
49,man,disgust,2012,ajab_gazabb_love
103,woman,sad,2012,ajab_gazabb_love
54,woman,fear,2012,ajab_gazabb_love
54,man,neutral,2012,ajab_gazabb_love
89,woman,fear,2012,ajab_gazabb_love
116,man,neutral,2012,ajab_gazabb_love
143,man,happy,2012,ajab_gazabb_love
109,woman,surprise,2012,ajab_gazabb_love
102,woman,sad,2012,ajab_gazabb_love
110,woman,surprise,2012,ajab_gazabb_love
161,man,sad,2012,ajab_gazabb_love
66,man,sad,2012,ajab_gazabb_love
77,man,happy,2012,ajab_gazabb_love
41,man,neutral,2012,ajab_gazabb_love
160,man,sad,2012,ajab_gazabb_love
81,man,neutral,2012,ajab_gazabb_love
